,Gender,Military,Ethnicity
2350,Male,N,White
2351,Female,N,White
2352,Female,N,White
2353,Male,N,White
2354,Female,N,Two or More Races
2355,Female,N,White
2356,Female,N,White
2357,Female,N,Hispanic/Latino
2358,Female,N,Two or More Races
2359,Female,N,White
2360,Female,N,Asian
2361,Female,N,Asian
2362,Male,N,White
2363,Female,N,White
2364,Female,N,Black or African American
2365,Female,N,Asian
2366,Female,N,Black or African American
2367,Male,N,White
2368,Female,N,White
2369,Female,N,White
2370,Female,N,Two or More Races
2371,Male,Y,Black or African American
2372,Female,N,White
2373,Female,N,White
2374,Female,N,White
2375,Male,N,White
2376,Female,N,Black or African American
2377,Female,N,White
2378,Male,N,Non Resident Alien
2379,Female,N,White
2380,Male,N,White
2381,Male,N,White
2382,Female,N,White
2383,Female,N,White
2384,Male,N,Hispanic/Latino
2385,Male,N,Two or More Races
2386,Female,N,Asian
2387,Female,N,White
2388,Male,N,White
2389,Female,N,White
2390,Male,Y,Hispanic/Latino
2391,Male,N,Hispanic/Latino
2392,Male,N,White
2393,Male,N,White
2394,Female,N,Hispanic/Latino
2395,Female,N,White
2396,Female,N,Hispanic/Latino
2397,Male,N,White
2398,Male,N,Black or African American
2399,Male,Y,White
2400,Female,N,White
2401,Male,N,White
2402,Male,N,White
2403,Male,N,White
2404,Male,N,White
2405,Male,N,White
2406,Male,N,Hispanic/Latino
2407,Female,N,White
2408,Female,Y,White
2409,Female,N,Black or African American
2410,Female,N,Hispanic/Latino
2411,Female,N,White
2412,Female,N,White
2413,Male,N,White
2414,Female,N,Two or More Races
2415,Female,N,White
2416,Female,N,White
2417,Female,N,White
2418,Female,N,Hispanic/Latino
2419,Female,N,White
2420,Female,N,Black or African American
2421,Male,N,Hispanic/Latino
2422,Female,N,White
2423,Male,Y,Asian
2424,Male,N,American Indian/Alaska Native
2425,Male,N,White
2426,Male,N,Hispanic/Latino
2427,Female,N,White
2428,Female,N,Hispanic/Latino
2429,Female,N,Asian
2430,Male,N,White
2431,Male,N,White
2432,Male,Y,White
2433,Female,N,White
2434,Female,N,White
2435,Male,N,White
2436,Female,N,White
2437,Male,N,White
2438,Female,N,White
2439,Male,N,White
2440,Female,N,White
2441,Male,N,Hispanic/Latino
2442,Female,N,White
2443,Male,N,White
2444,Male,N,White
2445,Male,N,White
2446,Female,N,White
2447,Female,N,White
2448,Female,N,White
2449,Female,N,White
2450,Female,N,White
2451,Female,N,Black or African American
2452,Female,N,Black or African American
2453,Female,N,White
2454,Female,N,Two or More Races
2455,Male,N,White
2456,Female,N,White
2457,Female,N,White
2458,Female,N,Two or More Races
2459,Female,N,White
2460,Female,N,White
2461,Female,N,Non Resident Alien
2462,Female,N,Non Resident Alien
2463,Female,N,White
2464,Male,N,White
2465,Male,Y,Black or African American
2466,Male,N,Asian
2467,Female,N,Hispanic/Latino
2468,Female,N,Hispanic/Latino
2469,Female,N,Black or African American
2470,Female,N,White
2471,Female,N,White
2472,Female,N,White
2473,Male,N,White
2474,Female,N,Hispanic/Latino
2475,Female,N,White
2476,Female,N,Hispanic/Latino
2477,Female,N,White
2478,Female,N,White
2479,Female,N,White
2480,Male,N,White
2481,Female,N,Hispanic/Latino
2482,Female,N,Asian
2483,Female,N,White
2484,Female,N,White
2485,Female,Y,White
2486,Male,N,Black or African American
2487,Female,N,White
2488,Female,N,White
2489,Female,N,Hispanic/Latino
2490,Female,N,Hispanic/Latino
2491,Female,N,White
2492,Female,N,Black or African American
2493,Female,N,Non Resident Alien
2494,Male,N,White
2495,Female,N,White
2496,Female,N,White
2497,Female,N,Asian
2498,Male,N,Black or African American
2499,Female,N,Hispanic/Latino
2500,Female,N,Black or African American
2501,Female,N,White
2502,Female,N,White
2503,Female,N,White
2504,Male,N,White
2505,Male,Y,Two or More Races
2506,Male,N,Hispanic/Latino
2507,Female,N,White
2508,Female,N,Non Resident Alien
2509,Male,N,White
2510,Female,N,White
2511,Female,N,Asian
2512,Female,N,White
2513,Female,N,Hispanic/Latino
2514,Male,N,White
2515,Female,N,Asian
2516,Male,N,White
2517,Male,Y,White
2518,Female,N,White
2519,Female,N,White
2520,Male,N,Hispanic/Latino
2521,Female,N,Two or More Races
2522,Female,N,Hispanic/Latino
2523,Female,N,Black or African American
2524,Male,N,White
2525,Male,N,White
2526,Male,N,American Indian/Alaska Native
2527,Female,N,White
2528,Male,Y,White
2529,Male,N,White
2530,Female,N,White
2531,Male,Y,Black or African American
2532,Male,N,Hispanic/Latino
2533,Male,N,White
2534,Female,Y,White
2535,Female,N,White
2536,Female,N,Hispanic/Latino
2537,Male,N,Black or African American
2538,Male,N,White
2539,Female,N,White
2540,Female,N,Black or African American
2541,Female,N,White
2542,Female,N,White
2543,Male,N,White
2544,Female,N,Hispanic/Latino
2545,Male,Y,White
2546,Male,Y,White
2547,Female,N,Hispanic/Latino
2548,Female,N,White
2549,Female,N,White
2550,Female,N,White
2551,Male,N,Two or More Races
2552,Male,N,Hispanic/Latino
2553,Female,N,White
2554,Female,N,White
2555,Female,N,Black or African American
2556,Male,N,Hispanic/Latino
2557,Male,N,Hispanic/Latino
2558,Male,Y,Black or African American
2559,Female,N,Hispanic/Latino
2560,Female,N,Two or More Races
2561,Male,N,Black or African American
2562,Male,N,White
2563,Male,N,White
2564,Male,N,White
2565,Female,N,Asian
2566,Female,Y,White
2567,Female,N,Two or More Races
2568,Female,N,Black or African American
2569,Male,N,White
2570,Male,Y,Black or African American
2571,Male,N,White
2572,Male,N,White
2573,Female,N,White
2574,Female,N,White
2575,Female,N,Black or African American
2576,Female,N,White
2577,Male,Y,Black or African American
2578,Female,N,White
2579,Male,Y,White
2580,Female,N,White
2581,Male,N,Hispanic/Latino
2582,Female,N,White
2583,Female,N,White
2584,Female,N,White
2585,Female,N,Hispanic/Latino
2586,Female,N,White
2587,Female,N,White
2588,Male,Y,White
2589,Male,Y,White
2590,Female,N,Hispanic/Latino
2591,Male,N,Black or African American
2592,Female,N,Hispanic/Latino
2593,Male,N,White
2594,Male,N,White
2595,Female,N,White
2596,Male,Y,Black or African American
2597,Male,Y,Black or African American
2598,Female,N,White
2599,Female,N,White
2600,Female,N,White
2601,Female,Y,White
2602,Female,N,White
2603,Female,N,Hispanic/Latino
2604,Male,Y,Black or African American
2605,Male,N,White
2606,Male,Y,White
2607,Female,N,White
2608,Female,N,White
2609,Female,N,White
2610,Female,N,White
2611,Female,N,White
2612,Female,N,Two or More Races
2613,Female,N,White
2614,Female,N,White
2615,Female,N,White
2616,Female,N,White
2617,Female,N,White
2618,Female,N,White
2619,Male,N,Hispanic/Latino
2620,Female,N,Asian
2621,Male,Y,White
2622,Male,N,Hispanic/Latino
2623,Female,N,White
2624,Male,N,White
2625,Female,N,White
2626,Female,N,White
2627,Female,N,White
2628,Female,N,White
2629,Male,Y,Hispanic/Latino
2630,Female,N,Black or African American
2631,Male,N,White
2632,Male,N,Non Resident Alien
2633,Female,N,White
2634,Male,N,White
2635,Male,N,
2636,Female,N,White
2637,Female,N,Hispanic/Latino
2638,Female,N,White
2639,Female,N,Hispanic/Latino
2640,Male,N,White
2641,Female,N,White
2642,Female,N,Hispanic/Latino
2643,Female,N,Hispanic/Latino
2644,Female,N,Black or African American
2645,Female,N,White
2646,Female,N,Two or More Races
2647,Female,N,Hispanic/Latino
2648,Female,N,White
2649,Female,N,Black or African American
2650,Female,N,Black or African American
2651,Female,N,White
2652,Female,Y,White
2653,Male,N,White
2654,Male,N,White
2655,Male,N,White
2656,Female,N,White
2657,Female,N,Hispanic/Latino
2658,Male,N,White
2659,Male,N,Hispanic/Latino
2660,Female,N,Black or African American
2661,Female,N,Black or African American
2662,Male,N,White
2663,Female,N,White
2664,Male,N,Black or African American
2665,Female,N,White
2666,Male,Y,Black or African American
2667,Female,N,White
2668,Female,N,White
2669,Female,N,Black or African American
2670,Male,N,White
2671,Female,Y,Hispanic/Latino
2672,Female,N,White
2673,Female,N,Non Resident Alien
2674,Male,N,Asian
2675,Female,N,White
2676,Male,Y,Hispanic/Latino
2677,Male,N,Black or African American
2678,Female,N,White
2679,Male,N,White
2680,Female,N,White
2681,Female,N,Non Resident Alien
2682,Male,N,Non Resident Alien
2683,Male,N,White
2684,Female,N,White
2685,Female,N,White
2686,Female,N,Black or African American
2687,Female,N,Hispanic/Latino
2688,Female,N,White
2689,Male,N,White
2690,Male,N,White
2691,Female,N,White
2692,Female,N,White
2693,Male,Y,White
2694,Female,N,Hispanic/Latino
2695,Female,N,White
2696,Female,N,Two or More Races
2697,Female,N,White
2698,Female,N,Black or African American
2699,Female,N,Two or More Races
2700,Female,N,Hispanic/Latino
2701,Female,N,White
2702,Male,N,White
2703,Female,N,White
2704,Female,N,Black or African American
2705,Male,N,White
2706,Female,N,White
2707,Female,N,White
2708,Male,N,White
2709,Female,N,Hispanic/Latino
2710,Female,N,White
2711,Female,N,White
2712,Male,N,White
2713,Female,N,Hispanic/Latino
2714,Female,N,White
2715,Female,N,White
2716,Female,N,Two or More Races
2717,Male,N,White
2718,Male,N,White
2719,Male,N,Black or African American
2720,Male,N,Asian
2721,Female,Y,Black or African American
2722,Male,N,White
2723,Male,N,Black or African American
2724,Female,Y,Black or African American
2725,Female,N,White
2726,Female,N,Black or African American
2727,Female,N,Hispanic/Latino
2728,Male,N,White
2729,Female,N,White
2730,Male,N,White
2731,Female,N,White
2732,Male,N,White
2733,Female,N,White
2734,Male,N,White
2735,Female,N,White
2736,Male,N,White
2737,Male,N,White
2738,Female,N,Hispanic/Latino
2739,Male,N,White
2740,Female,N,White
2741,Male,N,White
2742,Female,Y,Black or African American
2743,Female,N,White
2744,Female,N,Hispanic/Latino
2745,Female,Y,White
2746,Female,N,Hispanic/Latino
2747,Female,N,Hispanic/Latino
2748,Female,N,White
2749,Female,N,White
2750,Male,N,White
2751,Female,N,Asian
2752,Female,N,Asian
2753,Female,N,Asian
2754,Male,N,White
2755,Female,N,White
2756,Female,N,White
2757,Female,Y,White
2758,Male,N,White
2759,Female,N,Hispanic/Latino
2760,Female,N,Hispanic/Latino
2761,Female,N,White
2762,Female,N,White
2763,Male,Y,Black or African American
2764,Male,N,White
2765,Female,N,White
2766,Female,N,American Indian/Alaska Native
2767,Female,N,White
2768,Male,N,Non Resident Alien
2769,Male,N,White
2770,Male,N,White
2771,Female,N,Black or African American
2772,Female,N,White
2773,Male,N,Black or African American
2774,Female,N,Black or African American
2775,Male,N,White
2776,Female,N,Hispanic/Latino
2777,Female,N,White
2778,Female,N,White
2779,Female,N,White
2780,Female,N,White
2781,Female,N,White
2782,Female,Y,Black or African American
2783,Female,N,White
2784,Male,N,White
2785,Female,N,Hispanic/Latino
2786,Female,N,White
2787,Female,N,White
2788,Female,N,Hispanic/Latino
2789,Female,Y,White
2790,Female,N,Black or African American
2791,Female,N,White
2792,Male,N,White
2793,Female,N,White
2794,Male,N,Black or African American
2795,Female,N,Hispanic/Latino
2796,Female,N,White
2797,Female,N,Black or African American
2798,Male,N,White
2799,Female,N,Hispanic/Latino
2800,Female,N,White
2801,Male,N,White
2802,Female,N,American Indian/Alaska Native
2803,Male,Y,White
2804,Male,N,Black or African American
2805,Male,N,Hispanic/Latino
2806,Female,N,Hispanic/Latino
2807,Female,N,White
2808,Female,N,White
2809,Female,N,Two or More Races
2810,Male,N,White
2811,Male,N,Black or African American
2812,Male,N,Two or More Races
2813,Male,N,Black or African American
2814,Female,N,Not Available
2815,Male,N,White
2816,Female,N,Black or African American
2817,Male,N,White
2818,Male,Y,White
2819,Male,N,White
2820,Male,Y,White
2821,Female,N,Hispanic/Latino
2822,Male,N,White
2823,Male,N,White
2824,Male,N,Black or African American
2825,Female,N,White
2826,Female,N,American Indian/Alaska Native
2827,Female,Y,White
2828,Female,N,White
2829,Female,N,Black or African American
2830,Female,N,Black or African American
2831,Male,Y,Hispanic/Latino
2832,Female,N,White
2833,Female,N,White
2834,Female,N,White
2835,Male,N,White
2836,Male,N,White
2837,Female,N,White
2838,Female,N,White
2839,Female,N,White
2840,Male,N,White
2841,Female,N,White
2842,Female,N,Hispanic/Latino
2843,Female,N,White
2844,Female,N,Black or African American
2845,Female,N,Black or African American
2846,Male,N,White
2847,Male,N,White
2848,Male,Y,White
2849,Female,N,Black or African American
2850,Male,N,White
2851,Male,Y,Hispanic/Latino
2852,Male,N,White
2853,Male,N,White
2854,Female,N,White
2855,Female,N,White
2856,Female,N,Hispanic/Latino
2857,Female,N,Hispanic/Latino
2858,Male,N,White
2859,Female,N,White
2860,Male,N,White
2861,Female,N,White
2862,Female,N,Two or More Races
2863,Female,N,Black or African American
2864,Female,N,White
2865,Female,N,Black or African American
2866,Male,N,Black or African American
2867,Female,N,Two or More Races
2868,Male,N,White
2869,Female,N,White
2870,Female,N,White
2871,Female,N,White
2872,Female,N,White
2873,Female,N,White
2874,Female,N,Hispanic/Latino
2875,Female,N,Hispanic/Latino
2876,Male,N,American Indian/Alaska Native
2877,Female,N,Non Resident Alien
2878,Male,N,Hispanic/Latino
2879,Male,N,White
2880,Female,N,White
2881,Female,N,White
2882,Female,N,White
2883,Female,N,White
2884,Female,N,White
2885,Male,Y,White
2886,Male,N,White
2887,Female,N,White
2888,Female,N,Non Resident Alien
2889,Female,N,White
2890,Female,N,White
2891,Female,N,White
2892,Female,N,White
2893,Female,N,White
2894,Female,N,Black or African American
2895,Female,N,White
2896,Female,N,Hispanic/Latino
2897,Female,N,White
2898,Female,N,White
2899,Female,N,Black or African American
2900,Female,N,Hispanic/Latino
2901,Female,N,White
2902,Female,N,American Indian/Alaska Native
2903,Female,N,White
2904,Female,N,Non Resident Alien
2905,Female,N,White
2906,Female,N,Black or African American
2907,Female,N,White
2908,Female,N,White
2909,Male,N,Black or African American
2910,Female,N,Two or More Races
2911,Female,N,White
2912,Female,N,White
2913,Female,N,White
2914,Female,N,White
2915,Female,N,White
2916,Female,N,White
2917,Female,N,White
2918,Female,N,Black or African American
2919,Female,N,White
2920,Female,N,Black or African American
2921,Female,N,White
2922,Female,N,White
2923,Male,N,Hispanic/Latino
2924,Female,N,White
2925,Female,N,Asian
2926,Female,N,Asian
2927,Female,N,Hispanic/Latino
2928,Female,N,White
2929,Female,N,White
2930,Male,N,White
2931,Female,N,White
2932,Female,N,Hispanic/Latino
2933,Female,N,Asian
2934,Female,N,Non Resident Alien
2935,Male,N,Asian
2936,Female,N,Asian
2937,Female,N,Two or More Races
2938,Male,N,White
2939,Female,N,Black or African American
2940,Male,N,White
2941,Female,N,White
2942,Male,N,Asian
2943,Female,N,White
2944,Female,N,White
2945,Male,N,White
2946,Male,Y,White
2947,Female,N,White
2948,Male,N,Hispanic/Latino
2949,Female,N,Non Resident Alien
2950,Female,N,White
2951,Female,N,White
2952,Male,N,White
2953,Male,N,White
2954,Male,N,White
2955,Male,Y,American Indian/Alaska Native
2956,Male,N,White
2957,Female,N,White
2958,Female,N,Black or African American
2959,Female,N,White
2960,Male,N,Non Resident Alien
2961,Male,Y,White
2962,Female,N,White
2963,Female,N,White
2964,Female,N,White
2965,Female,N,Black or African American
2966,Female,N,White
2967,Male,Y,White
2968,Female,N,Hispanic/Latino
2969,Female,N,Black or African American
2970,Female,N,White
2971,Male,N,Black or African American
2972,Female,N,Black or African American
2973,Female,N,White
2974,Female,N,White
2975,Male,N,White
2976,Female,N,White
2977,Female,N,Two or More Races
2978,Male,N,Two or More Races
2979,Male,N,Hispanic/Latino
2980,Female,N,White
2981,Male,N,White
2982,Male,N,White
2983,Male,N,Black or African American
2984,Male,Y,White
2985,Male,N,White
2986,Female,N,White
2987,Female,N,Black or African American
2988,Male,N,Two or More Races
2989,Female,N,White
2990,Female,N,Hispanic/Latino
2991,Female,N,Hispanic/Latino
2992,Female,N,White
2993,Female,N,White
2994,Male,N,Black or African American
2995,Female,N,White
2996,Female,N,White
2997,Female,N,White
2998,Female,N,White
2999,Female,Y,White
3000,Male,N,Black or African American
3001,Female,N,Hispanic/Latino
3002,Female,N,White
3003,Female,Y,White
3004,Female,N,White
3005,Female,N,Hispanic/Latino
3006,Male,N,Black or African American
3007,Female,Y,White
3008,Male,N,Hispanic/Latino
3009,Female,N,Hispanic/Latino
3010,Female,N,White
3011,Male,Y,White
3012,Male,N,White
3013,Female,N,White
3014,Male,Y,White
3015,Female,Y,White
3016,Female,N,White
3017,Female,N,Non Resident Alien
3018,Female,N,Black or African American
3019,Female,N,Hispanic/Latino
3020,Female,N,Hispanic/Latino
3021,Female,N,White
3022,Female,N,White
3023,Female,N,White
3024,Male,N,White
3025,Female,N,White
3026,Female,N,Non Resident Alien
3027,Female,N,Hispanic/Latino
3028,Female,N,White
3029,Female,N,Hispanic/Latino
3030,Female,Y,Hispanic/Latino
3031,Male,N,White
3032,Female,N,White
3033,Female,N,American Indian/Alaska Native
3034,Female,N,White
3035,Female,N,White
3036,Female,N,White
3037,Male,N,White
3038,Female,N,Asian
3039,Female,N,Asian
3040,Female,N,
3041,Female,N,White
3042,Female,N,White
3043,Male,N,White
3044,Female,N,White
3045,Female,N,White
3046,Female,Y,White
3047,Male,N,Hispanic/Latino
3048,Male,N,Black or African American
3049,Male,Y,White
3050,Female,N,White
3051,Female,N,Black or African American
3052,Female,N,White
3053,Male,N,White
3054,Female,N,White
3055,Male,N,White
3056,Female,N,White
3057,Female,N,White
3058,Female,N,Black or African American
3059,Female,N,White
3060,Male,N,Not Available
3061,Male,N,White
3062,Female,N,White
3063,Female,N,White
3064,Male,N,White
3065,Female,N,White
3066,Female,N,White
3067,Female,N,White
3068,Female,N,White
3069,Female,N,Black or African American
3070,Female,N,Black or African American
3071,Female,N,Non Resident Alien
3072,Female,N,White
3073,Male,Y,White
3074,Female,N,White
3075,Female,N,White
3076,Female,N,White
3077,Female,N,Hispanic/Latino
3078,Female,N,Black or African American
3079,Female,N,Hispanic/Latino
3080,Male,N,Hispanic/Latino
3081,Female,N,White
3082,Female,N,Asian
3083,Male,N,White
3084,Female,N,White
3085,Female,N,White
3086,Male,N,White
3087,Male,Y,White
3088,Female,N,Black or African American
3089,Male,N,Black or African American
3090,Male,N,Two or More Races
3091,Male,Y,Hispanic/Latino
3092,Male,N,Black or African American
3093,Male,N,Hispanic/Latino
3094,Female,N,White
3095,Female,N,White
3096,Male,N,White
3097,Female,N,White
3098,Female,N,White
3099,Male,N,White
3100,Female,N,Two or More Races
3101,Female,N,White
3102,Female,N,White
3103,Female,N,White
3104,Female,N,White
3105,Female,N,Black or African American
3106,Female,N,White
3107,Female,N,White
3108,Female,N,Hispanic/Latino
3109,Female,N,Black or African American
3110,Female,N,Black or African American
3111,Female,Y,White
3112,Female,N,White
3113,Female,N,White
3114,Male,N,White
3115,Female,N,White
3116,Female,N,Black or African American
3117,Male,N,White
3118,Female,N,White
3119,Male,N,White
3120,Female,N,White
3121,Female,N,White
3122,Male,Y,Asian
3123,Female,N,White
3124,Female,N,White
3125,Female,N,White
3126,Male,N,Two or More Races
3127,Male,N,Hispanic/Latino
3128,Female,N,Hispanic/Latino
3129,Female,N,White
3130,Male,N,Hispanic/Latino
3131,Female,N,Non Resident Alien
3132,Female,N,White
3133,Female,N,White
3134,Female,N,Hispanic/Latino
3135,Female,N,Hispanic/Latino
3136,Male,N,White
3137,Female,N,American Indian/Alaska Native
3138,Male,N,White
3139,Male,N,Hispanic/Latino
3140,Male,N,Hispanic/Latino
3141,Female,N,White
3142,Female,N,White
3143,Female,N,White
3144,Male,N,Hispanic/Latino
3145,Female,N,White
3146,Female,N,White
3147,Male,Y,White
3148,Female,Y,White
3149,Female,N,White
3150,Male,Y,Not Available
3151,Male,Y,Black or African American
3152,Male,Y,White
3153,Female,N,Black or African American
3154,Female,N,Black or African American
3155,Female,Y,White
3156,Female,N,Hispanic/Latino
3157,Female,N,Hispanic/Latino
3158,Female,N,White
3159,Male,N,White
3160,Female,N,White
3161,Male,N,White
3162,Male,N,White
3163,Female,N,White
3164,Female,N,White
3165,Female,N,White
3166,Female,N,White
3167,Female,N,White
3168,Male,N,White
3169,Female,N,White
3170,Female,N,White
3171,Male,N,White
3172,Female,N,Hispanic/Latino
3173,Male,N,White
3174,Female,N,White
3175,Female,N,Hispanic/Latino
3176,Female,N,White
3177,Female,Y,White
3178,Female,N,Two or More Races
3179,Female,N,White
3180,Female,N,White
3181,Female,N,White
3182,Female,N,White
3183,Male,N,White
3184,Female,N,American Indian/Alaska Native
3185,Female,Y,White
3186,Female,Y,White
3187,Female,N,White
3188,Female,N,Hispanic/Latino
3189,Female,N,Non Resident Alien
3190,Female,Y,Hispanic/Latino
3191,Female,N,White
3192,Female,N,Black or African American
3193,Male,N,White
3194,Female,N,White
3195,Female,N,White
3196,Male,N,Asian
3197,Male,N,Black or African American
3198,Male,N,Black or African American
3199,Female,N,White
3200,Male,N,White
3201,Female,N,White
3202,Male,N,White
3203,Female,N,Hispanic/Latino
3204,Female,N,White
3205,Male,N,Hispanic/Latino
3206,Female,N,White
3207,Female,N,White
3208,Female,N,White
3209,Male,N,Hispanic/Latino
3210,Male,N,White
3211,Male,N,White
3212,Female,N,Hispanic/Latino
3213,Male,N,White
3214,Female,N,White
3215,Male,N,White
3216,Female,N,White
3217,Female,N,White
3218,Male,N,White
3219,Male,N,Black or African American
3220,Female,N,White
3221,Female,N,White
3222,Female,Y,White
3223,Female,N,American Indian/Alaska Native
3224,Female,N,White
3225,Male,N,White
3226,Male,Y,White
3227,Male,N,White
3228,Female,N,Black or African American
3229,Male,Y,White
3230,Female,N,Not Available
3231,Female,N,American Indian/Alaska Native
3232,Female,N,Two or More Races
3233,Female,N,Hispanic/Latino
3234,Female,N,White
3235,Female,N,White
3236,Female,N,Hispanic/Latino
3237,Female,N,White
3238,Female,N,White
3239,Female,N,Hispanic/Latino
3240,Female,N,Hispanic/Latino
3241,Female,N,Hispanic/Latino
3242,Female,N,Hispanic/Latino
3243,Female,N,White
3244,Female,N,Black or African American
3245,Female,Y,White
3246,Female,Y,Asian
3247,Female,N,Black or African American
3248,Male,N,White
3249,Female,N,Black or African American
3250,Female,N,Black or African American
3251,Female,N,White
3252,Female,N,White
3253,Female,N,White
3254,Male,N,American Indian/Alaska Native
3255,Male,Y,White
3256,Female,N,Two or More Races
3257,Male,N,White
3258,Female,N,White
3259,Female,N,White
3260,Female,N,Hispanic/Latino
3261,Female,N,White
3262,Male,Y,Hispanic/Latino
3263,Female,N,Non Resident Alien
3264,Female,N,White
3265,Male,Y,Not Available
3266,Female,N,Black or African American
3267,Male,N,White
3268,Female,N,Two or More Races
3269,Female,N,American Indian/Alaska Native
3270,Male,Y,White
3271,Female,N,White
3272,Male,N,White
3273,Male,N,White
3274,Female,N,Hispanic/Latino
3275,Female,N,White
3276,Female,N,Hispanic/Latino
3277,Female,N,Hispanic/Latino
3278,Female,N,White
3279,Female,N,Not Available
3280,Female,N,White
3281,Female,N,White
3282,Female,N,White
3283,Female,N,Not Available
3284,Female,N,White
3285,Female,Y,Hispanic/Latino
3286,Female,N,White
3287,Female,N,Hispanic/Latino
3288,Female,N,Hispanic/Latino
3289,Female,N,White
3290,Female,N,White
3291,Male,N,White
3292,Female,N,Asian
3293,Female,N,White
3294,Female,N,White
3295,Female,N,White
3296,Female,N,Hispanic/Latino
3297,Female,N,White
3298,Female,N,Two or More Races
3299,Female,N,White
3300,Female,N,Hispanic/Latino
3301,Female,N,White
3302,Female,N,White
3303,Male,N,White
3304,Female,N,Non Resident Alien
3305,Female,N,White
3306,Female,N,White
3307,Female,N,Two or More Races
3308,Female,N,White
3309,Female,N,White
3310,Female,N,White
3311,Female,N,White
3312,Female,N,Two or More Races
3313,Female,N,White
3314,Female,N,White
3315,Male,N,White
3316,Female,N,Hispanic/Latino
3317,Female,N,White
3318,Female,N,White
3319,Female,N,Asian
3320,Female,N,White
3321,Female,N,White
3322,Female,N,Black or African American
3323,Female,N,White
3324,Female,N,White
3325,Female,N,Asian
3326,Female,N,White
3327,Female,N,White
3328,Female,N,White
3329,Female,N,White
3330,Female,N,Hispanic/Latino
3331,Female,N,Hispanic/Latino
3332,Female,N,White
3333,Female,N,White
3334,Male,N,White
3335,Male,N,White
3336,Female,N,White
3337,Female,N,Hispanic/Latino
3338,Male,N,White
3339,Female,N,White
3340,Male,Y,White
3341,Male,N,White
3342,Female,N,Black or African American
3343,Female,N,Black or African American
3344,Female,N,White
3345,Male,N,White
3346,Female,N,White
3347,Male,N,White
3348,Female,N,Hispanic/Latino
3349,Female,N,White
3350,Female,N,White
3351,Male,N,White
3352,Female,N,White
3353,Female,N,White
3354,Female,N,White
3355,Female,N,White
3356,Female,N,White
3357,Male,N,Hispanic/Latino
3358,Female,N,White
3359,Female,N,White
3360,Male,N,White
3361,Male,N,White
3362,Male,N,Asian
3363,Male,Y,Hispanic/Latino
3364,Male,N,Not Available
3365,Male,N,Black or African American
3366,Female,N,Hispanic/Latino
3367,Female,N,White
3368,Female,N,White
3369,Female,N,White
3370,Male,N,Black or African American
3371,Male,N,Two or More Races
3372,Female,N,White
3373,Female,N,White
3374,Female,N,White
3375,Male,N,Hispanic/Latino
3376,Female,N,White
3377,Male,Y,White
3378,Female,N,White
3379,Female,N,White
3380,Female,Y,Not Available
3381,Male,N,White
3382,Female,N,White
3383,Male,N,Hispanic/Latino
3384,Female,N,Hispanic/Latino
3385,Female,N,Black or African American
3386,Male,Y,White
3387,Male,N,White
3388,Female,N,White
3389,Male,N,White
3390,Male,Y,Two or More Races
3391,Male,N,Black or African American
3392,Male,N,White
3393,Female,N,Black or African American
3394,Female,N,White
3395,Female,N,Hispanic/Latino
3396,Female,Y,White
3397,Male,N,White
3398,Female,N,White
3399,Male,N,White
3400,Male,N,White
3401,Female,N,White
3402,Female,N,White
3403,Female,N,White
3404,Female,N,Black or African American
3405,Male,N,White
3406,Female,N,White
3407,Female,Y,Black or African American
3408,Female,N,Hispanic/Latino
3409,Male,N,White
3410,Female,N,Hispanic/Latino
3411,Female,N,Native Hawaiian/Pacific Islander
3412,Male,N,White
3413,Female,N,White
3414,Female,N,White
3415,Female,N,Hispanic/Latino
3416,Female,N,White
3417,Male,Y,American Indian/Alaska Native
3418,Male,N,White
3419,Male,Y,Black or African American
3420,Male,N,White
3421,Female,N,Hispanic/Latino
3422,Male,Y,White
3423,Male,N,Hispanic/Latino
3424,Male,N,White
3425,Male,Y,Two or More Races
3426,Male,Y,Hispanic/Latino
3427,Female,N,Hispanic/Latino
3428,Female,N,Black or African American
3429,Female,Y,Hispanic/Latino
3430,Female,N,White
3431,Male,N,Hispanic/Latino
3432,Female,N,White
3433,Female,N,Black or African American
3434,Male,N,White
3435,Male,Y,Asian
3436,Male,N,White
3437,Male,N,White
3438,Female,N,White
3439,Female,N,White
3440,Female,N,Black or African American
3441,Male,N,Hispanic/Latino
3442,Female,N,Hispanic/Latino
3443,Female,N,White
3444,Female,N,Black or African American
3445,Male,N,White
3446,Female,N,Black or African American
3447,Male,N,White
3448,Female,N,White
3449,Female,N,Black or African American
3450,Female,N,White
3451,Female,N,White
3452,Female,N,White
3453,Female,N,Hispanic/Latino
3454,Female,N,White
3455,Female,N,White
3456,Female,N,White
3457,Male,Y,Hispanic/Latino
3458,Female,N,White
3459,Female,N,White
3460,Female,N,Hispanic/Latino
3461,Female,N,White
3462,Female,N,
3463,Female,N,White
3464,Female,N,White
3465,Female,N,White
3466,Male,N,White
3467,Female,N,Black or African American
3468,Male,N,Hispanic/Latino
3469,Female,N,White
3470,Female,N,Hispanic/Latino
3471,Female,N,White
3472,Male,N,White
3473,Male,N,White
3474,Female,N,Black or African American
3475,Male,N,White
3476,Female,N,White
3477,Female,N,White
3478,Female,N,Black or African American
3479,Female,N,White
3480,Male,N,White
3481,Male,N,Hispanic/Latino
3482,Female,N,White
3483,Male,Y,White
3484,Female,N,White
3485,Female,N,White
3486,Male,Y,White
3487,Female,N,White
