,Gender,Military,Ethnicity
1215,Female,N,Asian
1216,Female,N,Hispanic/Latino
1217,Female,N,Hispanic/Latino
1218,Female,N,White
1219,Female,N,Non Resident Alien
1220,Female,N,Hispanic/Latino
1221,Male,N,Hispanic/Latino
1222,Male,N,White
1223,Female,N,Hispanic/Latino
1224,Female,N,White
1225,Female,N,White
1226,Female,N,Hispanic/Latino
1227,Female,N,White
1228,Female,N,Hispanic/Latino
1229,Female,N,White
1230,Female,N,White
1231,Female,N,White
1232,Female,N,Asian
1233,Female,N,Hispanic/Latino
1234,Male,N,Black or African American
1235,Male,N,Hispanic/Latino
1236,Female,N,Hispanic/Latino
1237,Female,N,White
1238,Female,N,White
1239,Female,N,White
1240,Female,N,White
1241,Female,N,Non Resident Alien
1242,Female,N,White
1243,Female,Y,White
1244,Female,N,Hispanic/Latino
1245,Female,N,White
1246,Female,N,White
1247,Female,N,Non Resident Alien
1248,Female,N,Hispanic/Latino
1249,Male,N,White
1250,Female,N,White
1251,Female,N,Asian
1252,Female,N,White
1253,Male,Y,White
1254,Male,N,White
1255,Male,N,White
1256,Female,N,White
1257,Female,N,Hispanic/Latino
1258,Female,N,White
1259,Female,N,White
1260,Female,N,Non Resident Alien
1261,Female,N,Hispanic/Latino
1262,Female,N,White
1263,Female,N,Black or African American
1264,Male,N,White
1265,Female,N,White
1266,Female,N,White
1267,Female,N,White
1268,Female,N,White
1269,Female,N,Hispanic/Latino
1270,Male,N,White
1271,Female,N,White
1272,Male,Y,Hispanic/Latino
1273,Female,N,White
1274,Male,Y,White
1275,Female,Y,White
1276,Female,N,White
1277,Female,N,Hispanic/Latino
1278,Male,N,White
1279,Female,N,Hispanic/Latino
1280,Male,N,White
1281,Male,Y,White
1282,Female,N,Black or African American
1283,Male,N,Asian
1284,Female,N,Hispanic/Latino
1285,Female,N,White
1286,Female,N,White
1287,Female,N,White
1288,Female,N,White
1289,Female,N,Hispanic/Latino
1290,Male,N,Hispanic/Latino
1291,Male,N,White
1292,Male,N,White
1293,Female,N,Hispanic/Latino
1294,Male,N,White
1295,Female,N,White
1296,Female,N,White
1297,Female,N,White
1298,Female,N,White
1299,Female,N,White
1300,Female,N,Hispanic/Latino
1301,Female,N,Hispanic/Latino
1302,Female,N,White
1303,Female,N,White
1304,Female,N,White
1305,Female,N,White
1306,Female,N,White
1307,Male,N,White
1308,Female,N,White
1309,Female,N,White
1310,Female,N,Non Resident Alien
1311,Female,N,White
1312,Male,N,Asian
1313,Male,N,White
1314,Female,N,Black or African American
1315,Female,N,White
1316,Female,N,Hispanic/Latino
1317,Male,N,White
1318,Female,N,White
1319,Female,N,Hispanic/Latino
1320,Female,N,White
1321,Female,N,White
1322,Female,N,White
1323,Female,N,Native Hawaiian/Pacific Islander
1324,Female,N,White
1325,Female,N,Asian
1326,Female,N,White
1327,Female,N,White
1328,Male,N,White
1329,Male,N,White
1330,Female,N,Black or African American
1331,Female,N,Black or African American
1332,Female,N,Asian
1333,Female,N,Black or African American
1334,Female,N,Black or African American
1335,Female,N,White
1336,Male,N,White
1337,Female,N,Non Resident Alien
1338,Female,N,White
1339,Male,N,White
1340,Male,N,Hispanic/Latino
1341,Female,N,White
1342,Female,N,White
1343,Male,N,White
1344,Female,N,White
1345,Female,N,White
1346,Male,N,White
1347,Female,N,White
1348,Male,N,White
1349,Female,N,Black or African American
1350,Male,N,Black or African American
1351,Male,N,White
1352,Male,Y,White
1353,Female,N,White
1354,Female,N,White
1355,Male,N,White
1356,Female,N,Black or African American
1357,Female,Y,White
1358,Female,N,White
1359,Male,N,White
1360,Male,Y,White
1361,Male,N,Black or African American
1362,Female,N,White
1363,Male,Y,White
1364,Female,N,White
1365,Male,N,Hispanic/Latino
1366,Female,N,White
1367,Female,N,White
1368,Female,N,Non Resident Alien
1369,Male,N,Black or African American
1370,Male,N,White
1371,Female,N,White
1372,Female,N,White
1373,Male,N,Black or African American
1374,Female,N,White
1375,Male,N,Hispanic/Latino
1376,Female,N,White
1377,Female,N,White
1378,Female,N,Hispanic/Latino
1379,Male,N,White
1380,Female,Y,Black or African American
1381,Male,N,White
1382,Male,N,Hispanic/Latino
1383,Female,N,White
1384,Female,N,White
1385,Female,N,White
1386,Female,N,Black or African American
1387,Male,N,Black or African American
1388,Female,N,White
1389,Male,N,Black or African American
1390,Female,N,Hispanic/Latino
1391,Male,Y,White
1392,Male,N,White
1393,Male,N,Hispanic/Latino
1394,Male,N,White
1395,Female,N,White
1396,Female,N,White
1397,Female,N,White
1398,Female,N,White
1399,Female,N,White
1400,Female,N,White
1401,Male,N,White
1402,Female,N,Non Resident Alien
1403,Male,N,White
1404,Female,N,White
1405,Male,N,Not Available
1406,Female,N,White
1407,Female,N,White
1408,Male,N,White
1409,Female,N,White
1410,Male,N,White
1411,Female,N,White
1412,Female,N,White
1413,Female,N,White
1414,Male,N,American Indian/Alaska Native
1415,Male,N,White
1416,Female,N,White
1417,Female,N,Black or African American
1418,Female,N,White
1419,Male,N,White
1420,Female,N,White
1421,Male,N,Asian
1422,Male,N,Black or African American
1423,Female,N,White
1424,Male,Y,White
1425,Male,N,White
1426,Female,N,White
1427,Male,N,White
1428,Female,N,White
1429,Female,N,Asian
1430,Male,N,Hispanic/Latino
1431,Male,N,White
1432,Female,N,White
1433,Female,N,White
1434,Female,N,White
1435,Female,N,Black or African American
1436,Female,N,White
1437,Female,N,Non Resident Alien
1438,Female,N,Non Resident Alien
1439,Female,N,Non Resident Alien
1440,Male,N,Non Resident Alien
1441,Female,N,White
1442,Female,N,White
1443,Male,N,Asian
1444,Female,N,White
1445,Female,N,White
1446,Female,N,White
1447,Female,N,Hispanic/Latino
1448,Male,N,White
1449,Female,N,White
1450,Male,N,White
1451,Female,N,Black or African American
1452,Female,N,White
1453,Male,N,Black or African American
1454,Female,N,Two or More Races
1455,Male,N,White
1456,Female,N,White
1457,Female,N,White
1458,Male,Y,White
1459,Female,N,Non Resident Alien
1460,Male,N,White
1461,Female,N,White
1462,Male,N,White
1463,Female,N,Hispanic/Latino
1464,Female,N,Hispanic/Latino
1465,Female,N,White
1466,Male,N,White
1467,Female,N,Black or African American
1468,Female,N,Black or African American
1469,Female,N,White
1470,Female,N,White
1471,Female,N,White
1472,Female,N,White
1473,Female,N,White
1474,Female,N,American Indian/Alaska Native
1475,Male,N,Black or African American
1476,Female,N,White
1477,Female,N,Black or African American
1478,Female,N,White
1479,Female,N,White
1480,Female,N,Non Resident Alien
1481,Female,N,Hispanic/Latino
1482,Female,N,White
1483,Female,N,White
1484,Female,N,Two or More Races
1485,Female,N,White
1486,Male,N,Black or African American
1487,Female,Y,White
1488,Female,N,White
1489,Male,N,White
1490,Female,N,Black or African American
1491,Male,N,Two or More Races
1492,Male,N,White
1493,Female,N,White
1494,Male,N,White
1495,Male,N,White
1496,Male,N,White
1497,Female,N,Hispanic/Latino
1498,Male,N,Hispanic/Latino
1499,Female,N,White
1500,Male,N,White
1501,Male,Y,Hispanic/Latino
1502,Male,Y,White
1503,Female,N,Not Available
1504,Female,N,White
1505,Female,N,White
1506,Female,N,Hispanic/Latino
1507,Female,N,White
1508,Female,N,White
1509,Male,N,Hispanic/Latino
1510,Female,N,Two or More Races
1511,Female,N,White
1512,Female,N,Two or More Races
1513,Female,N,Two or More Races
1514,Male,N,White
1515,Female,N,Asian
1516,Female,N,White
1517,Female,N,Black or African American
1518,Female,N,White
1519,Female,N,White
1520,Female,N,Black or African American
1521,Female,N,White
1522,Female,N,Hispanic/Latino
1523,Female,N,Non Resident Alien
1524,Female,N,White
1525,Female,N,White
1526,Female,N,White
1527,Female,N,Hispanic/Latino
1528,Female,N,White
1529,Female,N,White
1530,Female,N,White
1531,Female,N,Asian
1532,Female,N,White
1533,Male,N,White
1534,Female,N,White
1535,Male,Y,White
1536,Female,N,Non Resident Alien
1537,Male,N,White
1538,Female,N,Hispanic/Latino
1539,Female,N,American Indian/Alaska Native
1540,Female,N,White
1541,Female,N,White
1542,Male,N,Hispanic/Latino
1543,Male,N,White
1544,Female,N,Not Available
1545,Female,N,White
1546,Female,N,White
1547,Female,N,White
1548,Female,N,White
1549,Female,N,White
1550,Female,N,Asian
1551,Female,N,White
1552,Female,N,Asian
1553,Female,N,Hispanic/Latino
1554,Female,N,Hispanic/Latino
1555,Male,N,Black or African American
1556,Female,Y,White
1557,Female,Y,American Indian/Alaska Native
1558,Male,N,Black or African American
1559,Female,N,Black or African American
1560,Female,Y,White
1561,Male,N,White
1562,Female,N,White
1563,Male,N,White
1564,Male,N,White
1565,Female,N,Hispanic/Latino
1566,Female,N,White
1567,Male,N,White
1568,Female,N,White
1569,Male,N,White
1570,Female,N,Asian
1571,Female,N,Hispanic/Latino
1572,Female,Y,White
1573,Female,N,Hispanic/Latino
1574,Female,Y,Asian
1575,Male,Y,White
1576,Male,Y,Hispanic/Latino
1577,Female,N,White
1578,Male,N,White
1579,Male,N,Black or African American
1580,Female,N,Black or African American
1581,Female,N,White
1582,Male,Y,Hispanic/Latino
1583,Male,N,White
1584,Female,Y,Black or African American
1585,Female,N,White
1586,Male,N,White
1587,Male,N,White
1588,Male,N,Hispanic/Latino
1589,Female,N,Hispanic/Latino
1590,Male,N,White
1591,Male,N,White
1592,Female,Y,Hispanic/Latino
1593,Male,N,Two or More Races
1594,Female,N,White
1595,Female,N,Black or African American
1596,Female,N,White
1597,Female,N,White
1598,Female,N,White
1599,Female,N,White
1600,Female,N,Hispanic/Latino
1601,Female,N,Non Resident Alien
1602,Male,N,White
1603,Female,N,Hispanic/Latino
1604,Female,N,White
1605,Female,N,Hispanic/Latino
1606,Female,N,White
1607,Male,N,White
1608,Female,N,White
1609,Female,N,White
1610,Female,N,White
1611,Female,N,White
1612,Female,N,Hispanic/Latino
1613,Female,N,White
1614,Female,N,White
1615,Female,N,White
1616,Female,N,White
1617,Male,N,Asian
1618,Female,N,Black or African American
1619,Female,N,Hispanic/Latino
1620,Female,N,White
1621,Female,N,Black or African American
1622,Male,N,Asian
1623,Female,N,Black or African American
1624,Female,N,Asian
1625,Female,N,White
1626,Female,N,White
1627,Female,N,Hispanic/Latino
1628,Female,N,Hispanic/Latino
1629,Female,N,Two or More Races
1630,Female,N,Not Available
1631,Female,N,Non Resident Alien
1632,Female,N,White
1633,Male,N,White
1634,Male,Y,White
1635,Female,N,Hispanic/Latino
1636,Female,N,Hispanic/Latino
1637,Female,N,American Indian/Alaska Native
1638,Female,N,American Indian/Alaska Native
1639,Female,N,Hispanic/Latino
1640,Female,N,Hispanic/Latino
1641,Female,N,White
1642,Female,N,White
1643,Female,N,Non Resident Alien
1644,Female,N,Hispanic/Latino
1645,Female,N,Black or African American
1646,Female,Y,Hispanic/Latino
1647,Male,N,White
1648,Female,N,
1649,Female,N,White
1650,Female,N,Asian
1651,Female,N,White
1652,Male,N,White
1653,Female,N,Black or African American
1654,Male,Y,Black or African American
1655,Female,N,White
1656,Female,N,White
1657,Male,N,Hispanic/Latino
1658,Female,N,Hispanic/Latino
1659,Male,N,White
1660,Male,N,Hispanic/Latino
1661,Male,N,White
1662,Female,N,White
1663,Male,N,Asian
1664,Female,N,Hispanic/Latino
1665,Female,N,White
1666,Female,N,White
1667,Female,N,White
1668,Male,N,White
1669,Male,N,White
1670,Female,N,White
1671,Male,N,Hispanic/Latino
1672,Male,N,White
1673,Male,N,White
1674,Female,N,Two or More Races
1675,Female,N,Black or African American
1676,Female,N,Hispanic/Latino
1677,Male,N,White
1678,Female,N,White
1679,Female,N,White
1680,Male,Y,White
1681,Female,N,White
1682,Male,N,Hispanic/Latino
1683,Male,N,White
1684,Male,N,White
1685,Male,Y,White
1686,Male,N,White
1687,Male,Y,Hispanic/Latino
1688,Female,N,White
1689,Male,Y,White
1690,Female,N,White
1691,Male,N,Hispanic/Latino
1692,Male,Y,White
1693,Female,N,White
1694,Female,N,Black or African American
1695,Male,Y,White
1696,Female,N,White
1697,Female,N,
1698,Male,N,White
1699,Female,N,Hispanic/Latino
1700,Female,N,White
1701,Female,Y,White
1702,Male,Y,White
1703,Female,N,White
1704,Male,N,White
1705,Female,N,Not Available
1706,Male,N,White
1707,Male,N,White
1708,Female,N,White
1709,Female,N,White
1710,Female,N,Asian
1711,Male,N,Black or African American
1712,Female,N,White
1713,Female,N,White
1714,Female,N,Hispanic/Latino
1715,Male,N,White
1716,Male,N,White
1717,Female,N,White
1718,Male,Y,White
1719,Female,N,Black or African American
1720,Female,N,White
1721,Female,N,Hispanic/Latino
1722,Female,N,Asian
1723,Female,N,White
1724,Female,N,Hispanic/Latino
1725,Male,N,Hispanic/Latino
1726,Male,N,Black or African American
1727,Female,N,White
1728,Female,N,Black or African American
1729,Female,N,White
1730,Female,N,White
1731,Female,N,Black or African American
1732,Male,N,Hispanic/Latino
1733,Male,N,White
1734,Female,N,White
1735,Female,N,Hispanic/Latino
1736,Male,N,White
1737,Male,N,White
1738,Male,Y,Black or African American
1739,Female,N,White
1740,Male,N,White
1741,Female,N,Asian
1742,Female,N,White
1743,Female,N,Hispanic/Latino
1744,Male,Y,White
1745,Female,N,White
1746,Female,N,Asian
1747,Female,N,White
1748,Female,N,Asian
1749,Female,N,White
1750,Male,Y,Two or More Races
1751,Male,N,White
1752,Female,N,White
1753,Male,N,White
1754,Female,N,White
1755,Female,N,White
1756,Female,N,Black or African American
1757,Female,N,White
1758,Female,N,Black or African American
1759,Female,N,White
1760,Female,N,White
1761,Female,N,Non Resident Alien
1762,Female,N,White
1763,Female,N,White
1764,Female,N,White
1765,Male,N,Non Resident Alien
1766,Female,N,White
1767,Female,N,White
1768,Male,N,White
1769,Male,N,White
1770,Female,N,Black or African American
1771,Female,N,White
1772,Female,N,White
1773,Male,N,White
1774,Male,N,Two or More Races
1775,Male,N,White
1776,Male,N,Hispanic/Latino
1777,Male,N,White
1778,Female,N,Two or More Races
1779,Female,N,Black or African American
1780,Female,N,White
1781,Female,N,Black or African American
1782,Female,N,White
1783,Female,N,White
1784,Female,N,Hispanic/Latino
1785,Female,N,White
1786,Female,N,White
1787,Female,N,Hispanic/Latino
1788,Male,Y,White
1789,Female,N,White
1790,Female,Y,White
1791,Female,N,Non Resident Alien
1792,Female,N,White
1793,Female,N,Non Resident Alien
1794,Female,N,Hispanic/Latino
1795,Female,N,Hispanic/Latino
1796,Female,N,White
1797,Female,N,White
1798,Female,N,Hispanic/Latino
1799,Male,N,White
1800,Female,N,White
1801,Female,N,White
1802,Male,N,White
1803,Female,N,Hispanic/Latino
1804,Male,Y,White
1805,Female,N,White
1806,Female,N,White
1807,Female,N,White
1808,Male,N,White
1809,Male,N,Hispanic/Latino
1810,Male,N,White
1811,Male,Y,White
1812,Male,N,White
1813,Female,N,White
1814,Male,Y,White
1815,Female,N,White
1816,Female,N,White
1817,Male,N,White
1818,Female,N,White
1819,Female,N,Not Available
1820,Female,N,Asian
1821,Female,Y,Hispanic/Latino
1822,Female,N,White
1823,Female,N,Asian
1824,Female,N,Hispanic/Latino
1825,Female,N,Hispanic/Latino
1826,Female,N,White
1827,Female,N,White
1828,Female,N,White
1829,Female,N,Not Available
1830,Female,N,Hispanic/Latino
1831,Female,N,Not Available
1832,Female,N,Hispanic/Latino
1833,Female,N,White
1834,Female,N,Hispanic/Latino
1835,Female,N,Hispanic/Latino
1836,Female,N,Hispanic/Latino
1837,Female,N,White
1838,Male,N,Two or More Races
1839,Female,N,White
1840,Female,Y,White
1841,Female,N,White
1842,Female,N,White
1843,Male,N,Hispanic/Latino
1844,Female,N,White
1845,Female,N,Not Available
1846,Female,N,White
1847,Female,N,Non Resident Alien
1848,Female,N,Non Resident Alien
1849,Female,N,White
1850,Female,N,White
1851,Female,N,White
1852,Female,N,Two or More Races
1853,Female,N,Hispanic/Latino
1854,Male,N,Two or More Races
1855,Male,N,White
1856,Female,N,White
1857,Female,N,White
1858,Male,N,American Indian/Alaska Native
1859,Male,Y,Black or African American
1860,Female,N,White
1861,Female,N,Hispanic/Latino
1862,Female,N,White
1863,Male,N,Not Available
1864,Male,N,White
1865,Female,N,Hispanic/Latino
1866,Male,N,White
1867,Female,Y,White
1868,Female,N,White
1869,Male,N,Black or African American
1870,Male,Y,Hispanic/Latino
1871,Female,N,White
1872,Male,N,White
1873,Female,Y,Hispanic/Latino
1874,Male,N,White
1875,Male,N,White
1876,Female,N,White
1877,Female,N,White
1878,Female,Y,White
1879,Female,N,White
1880,Male,N,White
1881,Female,N,Hispanic/Latino
1882,Female,N,Hispanic/Latino
1883,Male,N,Hispanic/Latino
1884,Male,N,Black or African American
1885,Male,Y,White
1886,Male,N,White
1887,Female,N,White
1888,Female,N,White
1889,Female,N,White
1890,Female,N,Black or African American
1891,Male,N,White
1892,Male,N,White
1893,Male,N,Black or African American
1894,Female,N,Hispanic/Latino
1895,Male,N,Black or African American
1896,Male,N,White
1897,Female,N,White
1898,Female,N,Black or African American
1899,Male,N,White
1900,Male,N,Asian
1901,Male,N,Two or More Races
1902,Female,N,White
1903,Male,N,White
1904,Male,N,Hispanic/Latino
1905,Female,N,White
1906,Female,N,Hispanic/Latino
1907,Male,Y,Black or African American
1908,Female,N,White
1909,Male,N,Two or More Races
1910,Male,N,Hispanic/Latino
1911,Female,N,White
1912,Male,Y,White
1913,Male,Y,Two or More Races
1914,Male,N,White
1915,Male,N,White
1916,Female,N,White
1917,Female,N,White
1918,Female,N,White
1919,Female,N,White
1920,Female,N,White
1921,Female,N,Black or African American
1922,Female,N,White
1923,Female,N,White
1924,Female,N,White
1925,Female,N,Asian
1926,Female,Y,White
1927,Male,N,White
1928,Female,N,Asian
1929,Female,N,White
1930,Female,N,White
1931,Female,N,White
1932,Female,N,Two or More Races
1933,Female,N,White
1934,Female,N,White
1935,Female,N,Asian
1936,Female,N,White
1937,Female,N,White
1938,Female,N,White
1939,Female,N,Black or African American
1940,Female,N,White
1941,Female,Y,Black or African American
1942,Female,N,White
1943,Female,N,Non Resident Alien
1944,Female,N,White
1945,Male,N,White
1946,Female,N,White
1947,Female,N,Not Available
1948,Female,N,Asian
1949,Male,N,White
1950,Female,N,White
1951,Female,N,White
1952,Female,N,White
1953,Female,N,White
1954,Male,N,White
1955,Male,N,White
1956,Female,N,Black or African American
1957,Male,Y,Not Available
1958,Female,N,White
1959,Female,N,Black or African American
1960,Male,N,White
1961,Male,N,American Indian/Alaska Native
1962,Female,N,Black or African American
1963,Female,N,White
1964,Female,N,White
1965,Male,N,White
1966,Female,N,White
1967,Male,N,Black or African American
1968,Male,N,White
1969,Female,N,Two or More Races
1970,Male,Y,Hispanic/Latino
1971,Female,N,White
1972,Female,N,White
1973,Female,N,Black or African American
1974,Male,N,White
1975,Female,N,White
1976,Male,N,Black or African American
1977,Male,N,Native Hawaiian/Pacific Islander
1978,Male,N,Not Available
1979,Female,N,White
1980,Male,N,White
1981,Male,N,White
1982,Female,N,White
1983,Male,N,White
1984,Male,N,White
1985,Female,N,White
1986,Female,N,White
1987,Female,N,Hispanic/Latino
1988,Female,N,White
1989,Female,N,White
1990,Female,N,Hispanic/Latino
1991,Female,N,White
1992,Female,N,White
1993,Female,N,Hispanic/Latino
1994,Female,N,White
1995,Male,N,Asian
1996,Female,N,Hispanic/Latino
1997,Female,N,White
1998,Male,N,White
1999,Female,N,White
2000,Female,N,White
2001,Female,N,Hispanic/Latino
2002,Male,N,White
2003,Female,N,Two or More Races
2004,Male,N,White
2005,Female,N,American Indian/Alaska Native
2006,Female,N,White
2007,Male,N,Hispanic/Latino
2008,Female,N,White
2009,Male,N,White
2010,Female,N,White
2011,Male,Y,White
2012,Male,Y,White
2013,Female,N,White
2014,Female,N,White
2015,Female,N,White
2016,Female,N,Black or African American
2017,Male,N,White
2018,Male,N,White
2019,Male,N,White
2020,Male,Y,White
2021,Female,N,White
2022,Male,N,White
2023,Male,Y,Asian
2024,Female,N,White
2025,Female,N,White
2026,Female,N,White
2027,Male,N,Hispanic/Latino
2028,Male,N,White
2029,Male,N,Hispanic/Latino
2030,Male,N,White
2031,Female,N,White
2032,Female,N,Black or African American
2033,Female,N,Asian
2034,Female,Y,Black or African American
2035,Male,N,White
2036,Male,Y,White
2037,Female,N,White
2038,Male,N,Two or More Races
2039,Female,N,White
2040,Female,N,White
2041,Male,N,Hispanic/Latino
2042,Male,N,White
2043,Female,N,White
2044,Female,Y,White
2045,Female,N,White
2046,Female,N,Not Available
2047,Male,N,Black or African American
2048,Female,N,White
2049,Female,N,White
2050,Female,N,Non Resident Alien
2051,Female,N,Hispanic/Latino
2052,Female,N,White
2053,Male,N,Hispanic/Latino
2054,Male,N,White
2055,Female,N,White
2056,Female,N,White
2057,Female,N,White
2058,Female,N,White
2059,Male,N,White
2060,Male,N,Black or African American
2061,Male,N,White
2062,Male,N,White
2063,Female,N,White
2064,Female,N,White
2065,Female,N,Hispanic/Latino
2066,Male,N,White
2067,Male,N,White
2068,Female,N,White
2069,Male,N,White
2070,Male,N,Black or African American
2071,Male,Y,Hispanic/Latino
2072,Male,N,White
2073,Female,N,Two or More Races
2074,Female,N,Hispanic/Latino
2075,Female,N,White
2076,Male,Y,Hispanic/Latino
2077,Female,N,Asian
2078,Female,N,Hispanic/Latino
2079,Male,Y,Two or More Races
2080,Male,N,White
2081,Male,N,Non Resident Alien
2082,Female,N,White
2083,Male,N,White
2084,Male,N,White
2085,Female,N,White
2086,Female,N,White
2087,Male,Y,White
2088,Male,N,Black or African American
2089,Male,N,White
2090,Female,N,White
2091,Female,N,Hispanic/Latino
2092,Male,N,White
2093,Female,N,White
2094,Female,N,White
2095,Female,N,White
2096,Male,N,White
2097,Female,N,White
2098,Male,N,Asian
2099,Female,N,White
2100,Female,N,White
2101,Female,N,Asian
2102,Female,N,Hispanic/Latino
2103,Female,N,White
2104,Female,N,White
2105,Female,N,Asian
2106,Female,N,White
2107,Female,N,White
2108,Female,N,White
2109,Female,N,Hispanic/Latino
2110,Female,N,White
2111,Female,N,White
2112,Female,N,White
2113,Female,N,White
2114,Female,N,White
2115,Female,N,Hispanic/Latino
2116,Female,N,White
2117,Female,N,Black or African American
2118,Female,N,White
2119,Female,N,White
2120,Female,Y,Native Hawaiian/Pacific Islander
2121,Male,N,Asian
2122,Female,N,White
2123,Female,N,White
2124,Female,N,White
2125,Female,N,White
2126,Female,N,White
2127,Female,N,White
2128,Female,N,White
2129,Female,N,White
2130,Female,N,White
2131,Female,N,White
2132,Female,N,White
2133,Female,N,White
2134,Female,N,White
2135,Female,N,White
2136,Female,N,Hispanic/Latino
2137,Female,N,Hispanic/Latino
2138,Female,N,Non Resident Alien
2139,Female,N,White
2140,Female,N,White
2141,Female,N,White
2142,Female,N,White
2143,Female,N,White
2144,Female,N,White
2145,Female,N,Two or More Races
2146,Female,N,Non Resident Alien
2147,Female,N,White
2148,Male,N,Not Available
2149,Male,N,Non Resident Alien
2150,Female,N,Hispanic/Latino
2151,Male,N,Hispanic/Latino
2152,Male,N,White
2153,Male,N,White
2154,Male,Y,White
2155,Female,N,White
2156,Female,N,White
2157,Male,N,Two or More Races
2158,Female,N,White
2159,Female,N,White
2160,Female,N,White
2161,Female,N,Native Hawaiian/Pacific Islander
2162,Male,N,White
2163,Female,N,White
2164,Female,N,Black or African American
2165,Male,N,White
2166,Male,N,White
2167,Female,N,Two or More Races
2168,Female,N,White
2169,Male,N,White
2170,Female,N,White
2171,Female,N,White
2172,Female,N,White
2173,Female,N,White
2174,Female,N,White
2175,Male,N,White
2176,Female,N,Black or African American
2177,Female,N,White
2178,Female,N,White
2179,Female,N,White
2180,Female,N,White
2181,Female,N,Hispanic/Latino
2182,Female,N,White
2183,Female,N,Hispanic/Latino
2184,Male,N,White
2185,Female,N,Black or African American
2186,Male,N,White
2187,Female,Y,American Indian/Alaska Native
2188,Female,N,White
2189,Female,N,White
2190,Male,N,White
2191,Female,N,White
2192,Female,N,Black or African American
2193,Male,Y,White
2194,Female,N,White
2195,Female,N,Asian
2196,Male,N,White
2197,Male,Y,White
2198,Female,N,Hispanic/Latino
2199,Male,Y,White
2200,Female,N,White
2201,Female,N,Hispanic/Latino
2202,Male,Y,Black or African American
2203,Male,Y,White
2204,Female,N,Two or More Races
2205,Female,N,Black or African American
2206,Female,N,White
2207,Male,N,Hispanic/Latino
2208,Female,N,Two or More Races
2209,Female,N,White
2210,Female,N,Hispanic/Latino
2211,Female,N,Black or African American
2212,Male,Y,White
2213,Female,N,White
2214,Male,N,Hispanic/Latino
2215,Male,N,White
2216,Male,N,White
2217,Male,N,White
2218,Male,Y,Black or African American
2219,Female,N,White
2220,Female,N,White
2221,Female,N,White
2222,Male,N,White
2223,Female,N,White
2224,Female,N,Hispanic/Latino
2225,Female,N,Hispanic/Latino
2226,Female,N,White
2227,Female,N,White
2228,Male,N,American Indian/Alaska Native
2229,Female,N,White
2230,Female,N,White
2231,Female,N,Two or More Races
2232,Female,N,Hispanic/Latino
2233,Female,N,White
2234,Female,N,White
2235,Female,N,Hispanic/Latino
2236,Female,N,White
2237,Female,N,White
2238,Female,N,White
2239,Male,N,Hispanic/Latino
2240,Female,N,Black or African American
2241,Female,N,White
2242,Female,N,White
2243,Male,N,White
2244,Female,N,Black or African American
2245,Female,N,White
2246,Female,N,Hispanic/Latino
2247,Female,N,White
2248,Female,Y,White
2249,Female,N,White
2250,Female,N,Hispanic/Latino
2251,Female,N,White
2252,Female,N,White
2253,Female,N,Hispanic/Latino
2254,Female,N,Two or More Races
2255,Female,N,White
2256,Female,N,White
2257,Female,N,White
2258,Male,N,Hispanic/Latino
2259,Female,N,White
2260,Male,N,Two or More Races
2261,Male,N,Hispanic/Latino
2262,Female,N,White
2263,Male,N,White
2264,Female,N,White
2265,Male,N,White
2266,Male,N,Hispanic/Latino
2267,Female,N,Non Resident Alien
2268,Female,N,White
2269,Female,N,Hispanic/Latino
2270,Female,N,White
2271,Male,N,White
2272,Female,N,White
2273,Male,N,Hispanic/Latino
2274,Female,N,White
2275,Female,N,White
2276,Female,N,White
2277,Female,N,White
2278,Male,N,White
2279,Female,N,Black or African American
2280,Female,N,White
2281,Male,N,White
2282,Female,N,White
2283,Female,N,Two or More Races
2284,Female,N,Two or More Races
2285,Male,Y,Black or African American
2286,Female,N,Hispanic/Latino
2287,Female,N,White
2288,Male,Y,Native Hawaiian/Pacific Islander
2289,Female,N,White
2290,Male,N,Black or African American
2291,Male,N,Two or More Races
2292,Female,N,Non Resident Alien
2293,Male,N,Black or African American
2294,Male,N,White
2295,Male,N,Asian
2296,Male,N,White
2297,Female,N,White
2298,Male,N,Black or African American
2299,Male,N,White
2300,Female,N,White
2301,Male,N,Hispanic/Latino
2302,Male,N,White
2303,Female,N,Hispanic/Latino
2304,Female,N,American Indian/Alaska Native
2305,Female,N,White
2306,Female,N,Black or African American
2307,Female,N,White
2308,Female,N,White
2309,Female,N,White
2310,Male,N,White
2311,Male,N,White
2312,Male,N,White
2313,Male,N,White
2314,Female,N,White
2315,Male,N,Two or More Races
2316,Male,N,Black or African American
2317,Female,N,Black or African American
2318,Female,N,White
2319,Female,N,White
2320,Male,Y,White
2321,Male,Y,White
2322,Male,N,White
2323,Male,N,White
2324,Female,N,Hispanic/Latino
2325,Female,N,White
2326,Female,N,White
2327,Female,N,American Indian/Alaska Native
2328,Female,N,White
2329,Female,N,White
2330,Female,N,Asian
2331,Female,N,White
2332,Female,N,White
2333,Female,N,Non Resident Alien
2334,Female,Y,Two or More Races
2335,Female,N,Native Hawaiian/Pacific Islander
2336,Female,N,Hispanic/Latino
2337,Female,N,Hispanic/Latino
2338,Male,N,White
2339,Female,Y,Hispanic/Latino
2340,Male,N,White
2341,Female,N,White
2342,Male,Y,Asian
2343,Male,N,Black or African American
2344,Male,N,White
2345,Male,N,White
2346,Male,N,Hispanic/Latino
2347,Female,N,Asian
2348,Female,N,White
2349,Female,N,White
